;P;B;x;y;z;Vx;Vy;Vz;Vxpec;Vypec;Vzpec
0;0.16085204885867938;755310514879808.1;2.669570695004765;-13.20737083910009;-0.09646371347823646;2512929.0841142396;-4693543.302944561;-4463523.7803154215;1990617.9469266413;-2479227.0979413823;6981749.604142499
1;0.0074408590798462635;4071420214620555.5;8.450148305221493;-16.975820225023185;0.21385030926185866;55224485.35578702;-48668662.91505514;13076146.543985415;-4508398.56006736;-3000083.8402869357;3547535.0752830524
2;0.2718375636422517;1728929024.9593897;-11.298966825811005;-5.588346874943246;-0.44014897812333076;33643508.78222436;-3705776.1390049504;30891636.529195964;115553.45948691409;-872944.3381293619;1569549.7588511298
3;0.014962827313801053;26225220784358.766;15.029164215196566;-3.5887176150488997;0.4910714700010089;21597494.719307058;5504088.548878993;55639035.82918945;10376418.27671604;-4264639.866737336;2984237.952147758
4;0.8504718472753254;30247558835846.586;8.61505476913619;-16.09919895073689;-0.26818737056123454;-1201724.4509126227;1427051.1817515986;-2558402.568090664;10468964.607236419;1730274.4885253834;2512913.189133837
5;0.015711584719682727;3117767380067.906;-8.542960996729501;6.815880801941976;0.32115488794471136;5906336.406544848;13479450.752586123;10465753.78645218;-2094686.8993769584;382706.16173786507;-3762487.8661655844
6;49.234221830016466;13191984128959.652;-14.16399106380819;-4.0302319091305385;0.1985373366968095;2399091.2476211013;-4066983.772915736;1586844.2368208217;8210044.574359599;2651860.2751130085;1123467.502253709
7;203.17938512583316;5281867516.746957;7.5418469022648935;15.864569909596383;0.07424897592938673;-973965.2185022396;51010433.93762522;51007110.68024178;2534348.8133504605;4793768.139473644;-2515564.121111691
8;0.030951435882636682;2142083996984.8538;-1.6618560311106343;-10.06885199632662;0.2420524262273528;557986.338400264;-575365.2933645656;758773.0756991386;2541496.614560671;-3780675.653687834;-1506405.8465071663
9;0.0175668698958626;6990798300851926.0;6.17154756918579;-4.990839489307133;-0.25320014567528115;-60658649.511078335;949535.0101927802;-2943843.184328581;-2003464.0361774773;4274880.107672983;1017939.2655150286
10;0.007596580789909261;10440611425789.838;-15.276863137626178;-8.867986285552533;0.40956161312228945;-11637120.37168422;-3687608.3197694817;9818464.158814872;823440.201618961;1454695.531978204;2252971.642400613
11;0.11885879410891514;11193158543612.533;15.578841016192214;-5.484271277076012;0.26850341680304846;-58538976.24746937;-7622533.329968658;-15003192.249793964;-5262295.797484519;-3014287.500393251;488021.4822509796
12;0.001462615953384753;316161248823189.7;-2.800112316988958;-3.1059394550948767;0.39768475523317526;-32661269.428279556;-5271745.760841378;-23952771.7965186;256670.19473138507;1225351.535379552;2810352.2048714105
13;13.295225299304896;23335624135116.77;12.881759100303;-10.92537090575024;-0.46487219899375476;-26707713.330276243;-37620652.8963555;-12065673.288906328;-439160.3408669042;5654583.237895105;-3538670.5805185195
14;225.93248884295568;1091542444.643891;2.056047697957297;-8.463736260351213;-0.3812627814630437;7821799.560819072;-41639370.36852152;14011012.841560481;-1915563.279427279;-58608.95679900659;2899284.755795504
15;0.0010573924165237234;17575417638023.488;7.082238553957897;6.494768453176722;-0.10393503880031618;-13443611.179199703;-64874295.01879192;10228722.487270705;503127.6790872333;-7804401.18116812;-6272303.902375122
16;1.600104366805319;226806724309.45245;9.358164451452154;-8.601837856708933;0.020573003057148154;-48521073.763785265;-18911871.48923668;-5811531.756774886;-2351954.468238721;-2073153.5073333478;-1682109.8914895146
17;35.24764975336974;289072569473.10944;13.19166374303245;11.279246732736329;0.12871265242774244;48332559.38882199;9662742.408195628;8446913.514912875;3235830.407071045;-1029935.6262383942;3887099.1593310493
18;1.1439005993378821;479544472722.31244;6.592002129760729;15.094865322969952;-0.09066600930365387;-41613556.80010652;-24006392.540514648;28547249.3772672;-903027.523709849;-5904748.990773709;2513780.004138589
19;119.68745999086673;148177415131.54202;-15.243172837938852;10.8070503577081;0.04693980855900359;-49083806.74074266;32684030.042604975;37337898.1153692;5110456.715799747;1611707.439424304;-4547473.403625496
20;86.93334792786408;65745192973.024345;-0.029309845351164654;-7.906866380335039;-0.24935871465730008;190225.65097133204;1305643.0204239984;-4545529.005286141;5696934.144244618;1775739.657112975;-3430348.6659969287
21;320.6386676810066;10514375246.859442;8.592312136538304;-15.715445047158614;-0.02232242361659298;25219855.242792927;-55425892.05310143;43862954.57944331;-1334377.4105387495;-2330139.163650592;3913230.5022333325
22;0.0819966099930813;1847573624851684.0;-18.979180104301175;2.47167834550347;0.2049995179318912;-39286142.35897295;-38314010.39137629;17399902.255809914;-4988405.053421575;-1941251.8141525937;3628158.5981864296
23;0.9922906559406831;2250857733963908.0;6.140888536395114;13.700137938957951;-0.42535742843389146;-3184331.609369541;4674903.255418251;-809628.5126177042;-4773975.972738226;-3167647.2963649095;-596924.7852356402
24;0.2054011441028118;1629141284911.9646;15.035774119434883;4.289229771144221;0.34554588361668603;-32277522.00698343;51069707.85984606;-4506898.181190938;-2546835.630886959;2862395.597173683;-3689587.571899782
25;0.07375694682151089;3007819270.0214195;11.812784333451567;-13.470527818916063;0.05742354792759341;-6122849.441011545;-1652096.200715685;-3914091.393497444;1438983.9528098155;-575117.0388477138;215780.73777973428
26;0.35892746574924733;94634212696698.16;12.132585575847465;-6.305062703659633;0.20334164544873756;22946412.734567165;55042144.763089195;-41203424.875586525;-6445638.180086222;2277422.7420299347;-1478350.2213242871
27;0.09057468620162239;2822184365289.9756;19.105604198081686;-0.8550889926924512;-0.4210987538969292;-225625.12261950184;975766.4442917571;1094962.4436172238;-1548159.3641000306;2462964.337241613;2036382.5287776531
28;0.3241753430585319;4731746617570.749;-10.943179546815603;-14.483659302496728;-0.15359364353821614;2924651.16060501;45763916.80025782;24725997.405633986;3036794.40175499;4406634.038610614;1490001.1079364442
29;0.5566581541697698;14886982833645.14;-12.794772616613383;5.598245201349691;-0.06906421026506604;28948708.303944677;-32115632.969435748;-3467488.069916683;3359851.887743888;3332096.2673144257;2441084.7066684496
30;0.03186242027719596;84473087401.58653;7.264371855254176;-14.747375174342459;-0.2792964207135662;7288872.330242158;-15462670.080081595;25012872.513534702;-6212601.645793989;3148346.539818963;1209552.3474775264
31;288.79514002983814;6708755257819.939;5.156518481841374;6.58126223882665;-0.3549045011096069;-34412633.40272867;-5371254.2026987905;-784246.4211859778;4415054.644931215;3419837.9809059226;1082339.1921869295
32;0.006689037436737621;170831968860569.97;1.141756923337912;-5.356805793408675;-0.3080987018109903;5640215.983164349;-2741609.3165250476;6712408.379808509;3748199.2900175704;-3403747.9863794986;2597438.911205018
33;64.9730981361299;26772637001.58884;3.8139022552390642;1.8636231259085605;-0.10184076153359745;6641004.803449058;-1926732.5124440538;-1292292.5967249398;-3074186.03442588;-3709242.338478555;5077237.279875562
34;77.22238310398716;2191080203358029.0;-16.839570097770356;5.658860044140557;0.38877000366334447;29272450.36382871;8633151.119921217;-6648894.609530136;-3623529.5492153233;634756.3352251443;-859879.840728068
35;0.006087670618310705;2324514541.121256;7.072501732952748;3.7644900777328836;0.18044758726232002;19532130.805997785;-47917663.708947085;-27985545.747419868;-5142998.845095276;-5989336.454521313;-894529.3535340917
36;0.09967581967815066;99752205101898.23;6.733834226367726;16.453560265251724;-0.3376674095050364;36171845.263736695;21570061.779569976;9270465.73911327;2497297.7083056318;-1879951.8385747017;3758764.1199676036
37;0.03333676813920778;2088561522.3465443;19.787861954851998;0.8989518348576908;-0.06865646762559696;-35661824.39188235;46152776.226065844;-53159376.26945359;-4067565.048139688;8837013.85071333;-5501733.241038838
38;8.254905909081081;771904465805.3439;-5.204313837705673;-9.275065768905018;-0.15907040185847054;-22087634.19363112;-208022.5185402916;27067735.397562407;-1350690.1018299952;-3794523.3919938365;-1191734.315654308
39;141.0664646054979;377684326922312.75;0.9340617758135537;-5.581909509641726;-0.23874898277677747;-922782.7198827948;821211.9098108048;537901.8361790127;-4454279.452147677;-897654.8212275816;-2729514.432900906
40;0.003268606177231951;2110514449517661.2;-8.524555477497632;4.201528701274874;-0.24925146262418563;52013217.40383662;-50156673.982704595;10254391.816125998;-2578586.695493726;6833606.2937334;-265593.0750226229
41;0.0077015068244986554;24128365296832.31;4.014087032767641;12.826533475167935;0.09091332266317054;15786836.195206791;65002996.624651335;37209658.79828483;4832927.573022785;569272.4632363567;-4502890.775696555
42;0.007102474116922862;1009993933481615.8;-9.1370776927835;-9.21962998533723;0.1649383287820002;51000551.23496821;-34973583.62758235;48560793.671533234;-2183252.010076791;103797.34732771997;2161247.317771643
43;0.15726991886893493;1844425114.989678;7.475462708603576;-7.504195207015263;-0.38264907356076405;-3849576.0728606167;1779357.283869851;6550813.505158981;7967484.635580291;-3294027.638907296;2826052.2181986426
44;0.20292640064832446;226704738439101.62;-3.177204659415821;-0.47756634887302596;-0.3033830320335812;-1090100.7699767952;-17601759.793809757;-5098008.893710505;1791083.8795682678;5968554.891175415;-267609.2647620597
45;0.13708731718875555;377100612068217.94;-8.126868336254244;3.8969965068106696;0.4225095617170068;9295473.963622762;13242698.113831436;30911751.99340355;-5594312.40001736;-383946.3045002344;97927.89565433982
46;160.92527466710217;1900543120.8041248;6.3051003024528;15.376656296331632;-0.35164669907353296;-43000601.92430545;-26588440.14823146;-31022680.037833598;4321439.819262048;-60452.80241747495;3510291.2320410362
47;0.008239934839215632;31633791381540.44;-14.536145197268473;-12.270857934694298;-0.008053360606692483;33573882.62232207;-11894269.254646642;-10090272.696643574;939883.2701292993;-3206627.4310541446;4238516.920120737
48;559.3883655772007;1982482485.6848426;6.436850777530438;-18.26153403090455;-0.2628295529479585;-19360982.09665724;-531755.9048034615;-21028017.557618096;5151152.440787335;6054724.037178076;-4058992.5495571913
49;4.340966693815265;1457101324109.6025;-14.724897912610441;10.307226946917204;0.17497417695925188;29213474.166433062;8970576.065455193;-25496.02277468019;-372314.9277884584;-5141562.41716509;1272918.4759864165
50;900.1332118943731;743234623221.8871;-6.185592946372287;18.23551364521809;-0.3282829410457153;-3463131.50730552;-10451548.743931241;-24596717.70152374;5290583.133422098;-1793894.8664358025;59228.63993169281
51;419.68504218372505;101786892672368.53;-15.253945002621538;-9.502919374202614;0.33060387310507744;418916.12193447235;6733985.419045259;4084954.087496327;-1393785.9648406163;3389765.0222949814;-64192.13148044196
